5;"e1";169;40;"2010-11-22";"20:22:32";1432744;865;"2010-11-22 20:22:32";"2010-10-15 21:53";2794;2348;1255;794;4;0;"2009-11-15 20:37:37";2;25;18;14;23;579;2794;2348;"2010-11-22 20:17:51";"0:04:41";281
5;"e1";169;53;"2010-12-05";"18:30:49";1432744;865;"2010-12-05 18:30:49";"2010-10-15 21:53";2800;2355;1255;799;4;0;"2009-11-15 20:37:37";2;27;21;15;24;580;2800;2355;"2010-12-05 18:18:09";"0:12:40";760
5;"e1";169;54;"2010-12-06";"14:35:39";1432744;865;"2010-12-06 14:35:39";"2010-10-15 21:53";2817;2372;1255;803;4;0;"2009-11-15 20:37:37";2;29;24;17;27;589;2817;2372;"2010-12-06 13:21:23";"1:14:16";4456
5;"e1";169;55;"2010-12-07";"11:33:44";1432744;865;"2010-12-07 11:33:44";"2010-10-15 21:53";2840;2405;1255;812;4;0;"2009-11-15 20:37:37";2;31;28;19;29;595;2840;2405;"2010-12-07 11:06:01";"0:27:43";1663
5;"e1";169;58;"2010-12-10";"19:40:29";1432744;865;"2010-12-10 19:40:29";"2010-10-15 21:53";2898;2464;1255;830;4;0;"2009-11-15 20:37:37";2;34;34;25;38;614;2898;2464;"2010-12-10 19:18:49";"0:21:40";1300
5;"e1";169;59;"2010-12-11";"19:20:46";1432744;865;"2010-12-11 19:20:46";"2010-10-15 21:53";2930;2510;1255;835;4;0;"2009-11-15 20:37:37";2;36;36;27;42;623;2930;2510;"2010-12-11 18:16:43";"1:04:03";3843
5;"e1";169;78;"2010-12-30";"20:00:33";1432744;865;"2010-12-30 20:00:33";"2010-10-15 21:53";3006;2607;1255;859;4;0;"2009-11-15 20:37:37";2;39;40;31;46;649;3006;2607;"2010-12-30 19:49:33";"0:11:00";660
5;"e1";169;81;"2011-01-02";"19:59:26";1432744;865;"2011-01-02 19:59:26";"2010-10-15 21:53";3031;2636;1255;875;4;0;"2009-11-15 20:37:37";2;42;45;36;49;657;3031;2636;"2011-01-02 19:25:58";"0:33:28";2008
5;"e1";169;82;"2011-01-03";"18:02:16";1715563;87;"2011-01-03 18:02:16";"2010-10-15 21:53";341;587;307;242;1;0;"2010-08-13 22:29:57";0;0;0;0;1;85;341;587;"2011-01-03 16:54:31";"1:07:45";4065
5;"e1";169;95;"2011-01-16";"20:16:14";1432744;865;"2011-01-16 20:16:14";"2010-10-15 21:53";3175;2766;1255;947;4;0;"2009-11-15 20:37:37";3;49;52;45;55;694;3175;2766;"2011-01-16 19:56:07";"0:20:07";1207
5;"e1";170;1;"2010-10-13";"22:05:40";154904;285;"2010-10-13 22:05:40";"2010-10-15 22:05";0;1;560;33;5;1;"2007-12-26 19:24:18";3;7;6;5;5;1;0;1;"2010-10-13 21:42:33";"0:23:07";1387
5;"e1";170;1;"2010-10-14";"17:00:07";650053;266;"2010-10-14 17:00:07";"2010-10-15 22:05";1025;597;2009;1955;0;0;"2008-07-16 12:13:47";0;1;15;1;2;261;1025;597;"2010-10-14 16:57:11";"0:02:56";176
5;"e1";170;1;"2010-10-14";"18:18:17";650053;266;"2010-10-14 18:18:17";"2010-10-15 22:05";1029;602;2009;1957;0;0;"2008-07-16 12:13:47";0;7;21;6;7;264;1029;602;"2010-10-14 17:24:51";"0:53:26";3206
5;"e1";170;1;"2010-10-14";"19:11:12";1514131;234;"2010-10-14 19:11:12";"2010-10-15 22:05";197;489;314;193;1;1;"2010-01-22 23:39:26";1;0;0;0;1;160;197;489;"2010-10-14 18:55:30";"0:15:42";942
5;"e1";170;1;"2010-10-14";"20:55:00";154904;285;"2010-10-14 20:55:00";"2010-10-15 22:05";2;5;560;39;5;1;"2007-12-26 19:24:18";3;11;15;9;11;3;2;5;"2010-10-14 20:51:39";"0:03:21";201
5;"e1";170;2;"2010-10-15";"16:17:20";1326420;801;"2010-10-15 16:17:20";"2010-10-15 22:05";223;1070;2568;1433;4;0;"2009-08-11 11:34:27";3;0;0;0;2;405;223;1070;"2010-10-15 16:15:12";"0:02:08";128
5;"e1";170;2;"2010-10-15";"19:03:39";1743293;122;"2010-10-15 19:03:39";"2010-10-15 22:05";4;1;1533;20;13;1;"2010-09-19 20:58:37";11;7;2;5;1;1;4;1;"2010-10-15 18:35:08";"0:28:31";1711
5;"e1";170;2;"2010-10-15";"20:51:17";1743293;122;"2010-10-15 20:51:17";"2010-10-15 22:05";8;4;1533;23;13;1;"2010-09-19 20:58:37";11;14;7;12;7;5;8;4;"2010-10-15 20:43:40";"0:07:37";457
5;"e1";170;3;"2010-10-16";"20:03:15";1743293;122;"2010-10-16 20:03:15";"2010-10-15 22:05";14;9;1533;31;13;1;"2010-09-19 20:58:37";11;25;17;22;15;6;14;9;"2010-10-16 18:30:40";"1:32:35";5555
5;"e1";170;5;"2010-10-18";"16:45:33";157257;555;"2010-10-18 16:45:33";"2010-10-15 22:05";1548;1852;3251;3167;1;1;"2007-12-28 14:11:01";1;0;0;0;0;520;1548;1852;"2010-10-18 16:37:14";"0:08:19";499
5;"e1";170;6;"2010-10-19";"17:28:55";1743293;122;"2010-10-19 17:28:55";"2010-10-15 22:05";15;10;1533;50;13;1;"2010-09-19 20:58:37";11;28;19;23;16;6;15;10;"2010-10-19 16:39:33";"0:49:22";2962
5;"e1";170;11;"2010-10-24";"16:33:02";1743293;122;"2010-10-24 16:33:02";"2010-10-15 22:05";22;12;1533;94;13;1;"2010-09-19 20:58:37";11;32;21;24;16;9;22;12;"2010-10-24 16:24:05";"0:08:57";537
5;"e1";170;11;"2010-10-24";"17:39:43";1743293;122;"2010-10-24 17:39:43";"2010-10-15 22:05";22;12;1533;95;13;1;"2010-09-19 20:58:37";11;34;22;25;16;9;22;12;"2010-10-24 17:16:46";"0:22:57";1377
5;"e1";170;16;"2010-10-29";"17:43:15";1743293;122;"2010-10-29 17:43:15";"2010-10-15 22:05";57;50;1533;117;13;1;"2010-09-19 20:58:37";11;35;22;25;16;13;57;50;"2010-10-29 15:47:29";"1:55:46";6946
5;"e1";170;19;"2010-11-01";"10:10:15";1743293;122;"2010-11-01 10:10:15";"2010-10-15 22:05";167;141;1533;160;13;1;"2010-09-19 20:58:37";11;37;22;28;19;20;167;141;"2010-11-01 10:05:26";"0:04:49";289
5;"e1";170;19;"2010-11-01";"12:44:24";157257;555;"2010-11-01 12:44:24";"2010-10-15 22:05";1589;1919;3251;3201;1;0;"2007-12-28 14:11:01";1;2;4;5;2;542;1589;1919;"2010-11-01 12:42:00";"0:02:24";144
5;"e1";170;23;"2010-11-05";"18:39:00";1743293;122;"2010-11-05 18:39:00";"2010-10-15 22:05";213;181;1533;189;13;1;"2010-09-19 20:58:37";11;38;23;28;19;24;213;181;"2010-11-05 17:33:38";"1:05:22";3922
5;"e1";170;23;"2010-11-05";"18:51:00";1743293;122;"2010-11-05 18:51:00";"2010-10-15 22:05";213;181;1533;190;13;1;"2010-09-19 20:58:37";11;40;23;28;19;24;213;181;"2010-11-05 18:40:29";"0:10:31";631
5;"e1";170;24;"2010-11-06";"20:41:09";630114;725;"2010-11-06 20:41:09";"2010-10-15 22:05";1471;2558;1371;1187;3;0;"2008-07-06 19:03:35";3;0;0;0;0;693;1471;2558;"2010-11-06 20:37:00";"0:04:09";249
5;"e1";170;30;"2010-11-12";"10:44:01";1432744;865;"2010-11-12 10:44:01";"2010-10-15 22:05";2681;2241;1255;772;4;0;"2009-11-15 20:37:37";2;1;0;1;1;548;2681;2241;"2010-11-12 10:03:58";"0:40:03";2403
